,OFFENSE,BLKADDR,City,State,Latitude,Longitude
589,THEFT FROM AUTO,1100 BLOCK AMADOR AVE,Berkeley,CA,37.88788, -122.272336
590,IDENTITY THEFT,2200 BLOCK MCKINLEY AVE,Berkeley,CA,37.868595, -122.273835
591,BURGLARY COMMERCIAL,2500 BLOCK HILLEGASS AVE,Berkeley,CA,37.865149, -122.256487
592,BURGLARY AUTO,2200 BLOCK FULTON ST,Berkeley,CA,37.868706, -122.266279
593,DOMESTIC VIOLENCE,1300 BLOCK TALBOT AVE,Berkeley,CA,37.881164, -122.292378
594,THEFT FROM PERSON,1500 BLOCK SHATTUCK AVE,Berkeley,CA,37.880227, -122.26936
595,BURGLARY COMMERCIAL,1900 BLOCK ASHBY AVE,Berkeley,CA,37.854286, -122.271015
596,NARCOTICS,2200 BLOCK DWIGHT WAY,Berkeley,CA,37.864238, -122.265263
597,BURGLARY AUTO,2100 BLOCK 5TH ST,Berkeley,CA,37.86626, -122.298335
598,THEFT FROM AUTO,2400 BLOCK ELLSWORTH ST,Berkeley,CA,37.866074, -122.26331
599,BURGLARY RESIDENTIAL,2100 BLOCK ROOSEVELT AVE,Berkeley,CA,37.870145, -122.276287
600,BRANDISHING,2000 BLOCK SAN PABLO AVE,Berkeley,CA,37.868815, -122.292131
601,ASSAULT/BATTERY MISD.,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
602,VANDALISM,1400 BLOCK EDITH ST,Berkeley,CA,37.880787, -122.277865
603,THEFT MISD. (UNDER $950),1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
604,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
605,DISTURBANCE,900 BLOCK ADDISON ST,Berkeley,CA,37.866936, -122.296218
606,ROBBERY,2400 BLOCK SHATTUCK AVE,Berkeley,CA,37.865772, -122.267643
607,DISTURBANCE,2500 BLOCK ROSE WALK,Berkeley,CA,37.883103, -122.261459
608,THEFT FELONY (OVER $950),1600 BLOCK FRANCISCO ST,Berkeley,CA,37.874251, -122.280203
609,BURGLARY AUTO,800 BLOCK HEARST AVE,Berkeley,CA,37.869084, -122.299245
610,BURGLARY RESIDENTIAL,2000 BLOCK PARKER ST,Berkeley,CA,37.861843, -122.269644
611,DOMESTIC VIOLENCE,1200 BLOCK SAN PABLO AVE,Berkeley,CA,37.882033, -122.296381
612,DOMESTIC VIOLENCE,1000 BLOCK DWIGHT WAY,Berkeley,CA,37.860732, -122.291369
613,BURGLARY AUTO,1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
614,ROBBERY,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
615,BURGLARY RESIDENTIAL,1600 BLOCK PARKER ST,Berkeley,CA,37.860768, -122.278249
616,ASSAULT/BATTERY MISD.,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
617,GUN/WEAPON,6200 BLOCK SAN PABLO AVE,Berkeley,CA,37.844763, -122.284231
618,THEFT MISD. (UNDER $950),1900 BLOCK GRANT ST,Berkeley,CA,37.873017, -122.275481
619,DISTURBANCE,2700 BLOCK MILVIA ST,Berkeley,CA,37.860225, -122.269453
620,VEHICLE STOLEN,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
621,NARCOTICS,1900 BLOCK SHATTUCK AVE,Berkeley,CA,37.873687, -122.268616
622,THEFT FELONY (OVER $950),1500 BLOCK SPRUCE ST,Berkeley,CA,37.880477, -122.265919
623,THEFT MISD. (UNDER $950),1900 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.873085, -122.273187
624,ASSAULT/BATTERY MISD.,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
625,IDENTITY THEFT,1700 BLOCK PARKER ST,Berkeley,CA,37.861081, -122.275984
626,VEHICLE STOLEN,2100 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.869688, -122.272805
627,DISTURBANCE,2400 BLOCK ASHBY AVE,Berkeley,CA,37.856111, -122.260248
628,THEFT FROM AUTO,2700 BLOCK PRINCE ST,Berkeley,CA,37.85489, -122.252564
629,DISTURBANCE,3000 BLOCK TELEGRAPH AVE,Berkeley,CA,37.855435, -122.259841
630,THEFT MISD. (UNDER $950),1300 BLOCK TOMLEE DR,Berkeley,CA,37.877047, -122.286183
631,BURGLARY AUTO,1700 BLOCK SPRUCE ST,Berkeley,CA,37.876921, -122.265567
632,ASSAULT/BATTERY MISD.,1900 BLOCK SAN PABLO AVE,Berkeley,CA,37.870205, -122.292581
633,BURGLARY AUTO,,Berkeley,CA,37.869058, -122.270455
634,VANDALISM,200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.865511, -122.309967
635,BURGLARY RESIDENTIAL,2800 BLOCK WEBSTER ST,Berkeley,CA,37.855935, -122.250579
636,BURGLARY RESIDENTIAL,2300 BLOCK PARKER ST,Berkeley,CA,37.862763, -122.262639
637,VANDALISM,2100 BLOCK 8TH ST,Berkeley,CA,37.866929, -122.295042
638,VEHICLE STOLEN,3100 BLOCK WHEELER ST,Berkeley,CA,37.853143, -122.264085
639,DISTURBANCE,2200 BLOCK DURANT AVE,Berkeley,CA,37.866969, -122.26553
640,IDENTITY THEFT,1600 BLOCK EDITH ST,Berkeley,CA,37.877247, -122.27708
641,THEFT MISD. (UNDER $950),1050 GILMAN ST,Berkeley,CA,37.880312, -122.296641
642,DOMESTIC VIOLENCE,2300 BLOCK ACTON ST,Berkeley,CA,37.865349, -122.28377
643,THEFT FELONY (OVER $950),1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
644,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
645,IDENTITY THEFT,2600 BLOCK ETNA ST,Berkeley,CA,37.863823, -122.252575
646,ASSAULT/BATTERY MISD.,1800 BLOCK SPRUCE ST,Berkeley,CA,37.875053, -122.26548
647,DISTURBANCE,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
648,THEFT MISD. (UNDER $950),2000 BLOCK ALLSTON WAY,Berkeley,CA,37.869105, -122.270064
649,2ND RESPONSE,2600 BLOCK WARRING ST,Berkeley,CA,37.863934, -122.250262
650,BURGLARY COMMERCIAL,2200 BLOCK FULTON ST,Berkeley,CA,37.868706, -122.266279
651,DISTURBANCE,1000 BLOCK SPRUCE ST,Berkeley,CA,37.890706, -122.267186
652,THEFT MISD. (UNDER $950),1500 BLOCK MILVIA ST,Berkeley,CA,37.879689, -122.271614
653,VANDALISM,1700 BLOCK MARIN AVE,Berkeley,CA,37.889482, -122.281718
654,IDENTITY THEFT,2700 BLOCK HASTE ST,Berkeley,CA,37.866568, -122.254084
655,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
656,ASSAULT/BATTERY MISD.,2100 BLOCK VINE ST,Berkeley,CA,37.880266, -122.269032
657,BURGLARY COMMERCIAL,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
658,VANDALISM,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
659,THEFT MISD. (UNDER $950),1800 BLOCK 4TH ST,Berkeley,CA,37.869888, -122.300618
660,THEFT FELONY (OVER $950),1900 BLOCK DWIGHT WAY,Berkeley,CA,37.863353, -122.272097
661,THEFT FROM AUTO,200 BLOCK FAIRLAWN DR,Berkeley,CA,37.884743, -122.250296
662,THEFT FELONY (OVER $950),1000 BLOCK MILLER AVE,Berkeley,CA,37.894233, -122.260552
663,THEFT MISD. (UNDER $950),1200 BLOCK SAN PABLO AVE,Berkeley,CA,37.882033, -122.296381
664,DISTURBANCE,800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.86771, -122.298466
665,DOMESTIC VIOLENCE,2931 STANTON ST,Berkeley,CA,37.853959, -122.28016
666,VANDALISM,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
667,VANDALISM,2700 BLOCK ALCATRAZ AVE,Berkeley,CA,37.851263, -122.252477
668,ASSAULT/BATTERY FEL.,2300 BLOCK PIEDMONT AVE,Berkeley,CA,37.869839, -122.252365
669,ASSAULT/BATTERY FEL.,2900 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.855998, -122.271278
670,VEHICLE STOLEN,,Berkeley,CA,37.869058, -122.270455
671,VANDALISM,2600 BLOCK DANA ST,Berkeley,CA,37.863072, -122.260352
672,DISTURBANCE,1800 BLOCK YOSEMITE RD,Berkeley,CA,37.896776, -122.281277
673,THEFT FELONY (OVER $950),1100 BLOCK 10TH ST,Berkeley,CA,37.882825, -122.297836
674,VANDALISM,1600 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870652, -122.27958
675,VANDALISM,1000 BLOCK ASHBY AVE,Berkeley,CA,37.851653, -122.289194
676,BURGLARY RESIDENTIAL,1400 BLOCK MILVIA ST,Berkeley,CA,37.881191, -122.271769
677,THEFT MISD. (UNDER $950),2500 BLOCK REGENT ST,Berkeley,CA,37.865202, -122.257795
678,DOMESTIC VIOLENCE,1500 BLOCK PRINCE ST,Berkeley,CA,37.851503, -122.278518
679,IDENTITY THEFT,700 BLOCK HARRISON ST,Berkeley,CA,37.88055, -122.304962
680,THEFT MISD. (UNDER $950),2800 BLOCK TELEGRAPH AVE,Berkeley,CA,37.859309, -122.259291
681,BURGLARY AUTO,900 BLOCK HEINZ AVE,Berkeley,CA,37.853552, -122.291561
682,THEFT FELONY (OVER $950),600 BLOCK VINCENTE AVE,Berkeley,CA,37.896703, -122.284274
683,ROBBERY,2012 SHATTUCK AVE,Berkeley,CA,37.87199, -122.268396
684,THEFT FELONY (OVER $950),3000 BLOCK ACTON ST,Berkeley,CA,37.85306, -122.281362
685,THEFT FROM AUTO,1200 BLOCK RUSSELL ST,Berkeley,CA,37.853864, -122.285643
686,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
687,DOMESTIC VIOLENCE,1000 BLOCK DELAWARE ST,Berkeley,CA,37.871265, -122.295043
688,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
689,THEFT MISD. (UNDER $950),2200 BLOCK SACRAMENTO ST,Berkeley,CA,37.867212, -122.281739
690,IDENTITY THEFT,900 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.896956, -122.261613
691,THEFT FELONY (OVER $950),2600 BLOCK HILLEGASS AVE,Berkeley,CA,37.863292, -122.256293
692,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
693,VEHICLE STOLEN,1600 BLOCK ASHBY AVE,Berkeley,CA,37.853554, -122.276925
694,ROBBERY,800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.86771, -122.298466
695,THEFT MISD. (UNDER $950),2373 SAN PABLO AVE,Berkeley,CA,37.863385, -122.290219
696,VANDALISM,2000 BLOCK ALLSTON WAY,Berkeley,CA,37.869105, -122.270064
697,BURGLARY RESIDENTIAL,2500 BLOCK HILLEGASS AVE,Berkeley,CA,37.865149, -122.256487
698,VEHICLE STOLEN,1400 BLOCK DERBY ST,Berkeley,CA,37.858448, -122.282308
699,THEFT FROM AUTO,1300 BLOCK MILVIA ST,Berkeley,CA,37.883555, -122.272036
700,VANDALISM,1700 BLOCK SHATTUCK AVE,Berkeley,CA,37.876307, -122.268923
701,BURGLARY AUTO,2700 BLOCK DURANT AVE,Berkeley,CA,37.868352, -122.254459
702,VANDALISM,2400 BLOCK WARRING ST,Berkeley,CA,37.867708, -122.250801
703,BURGLARY RESIDENTIAL,1900 BLOCK ADDISON ST,Berkeley,CA,37.870639, -122.272468
704,BURGLARY RESIDENTIAL,2300 BLOCK FULTON ST,Berkeley,CA,37.867822, -122.266003
705,BURGLARY AUTO,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
706,THEFT FROM AUTO,2900 BLOCK ACTON ST,Berkeley,CA,37.854534, -122.281798
707,THEFT MISD. (UNDER $950),2500 BLOCK SAN PABLO AVE,Berkeley,CA,37.861078, -122.289632
708,BURGLARY AUTO,2000 BLOCK FRANCISCO ST,Berkeley,CA,37.875391, -122.271141
709,DISTURBANCE,2100 BLOCK RUSSELL ST,Berkeley,CA,37.856719, -122.266672
710,BURGLARY RESIDENTIAL,600 BLOCK PERALTA AVE,Berkeley,CA,37.896395, -122.285494
711,BURGLARY AUTO,2500 BLOCK DANA ST,Berkeley,CA,37.864701, -122.260693
712,ASSAULT/BATTERY MISD.,800 BLOCK GRAYSON ST,Berkeley,CA,37.854985, -122.293982
713,DOMESTIC VIOLENCE,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
714,DISTURBANCE,2500 BLOCK HILLEGASS AVE,Berkeley,CA,37.865149, -122.256487
715,THEFT MISD. (UNDER $950),2000 BLOCK ALLSTON WAY,Berkeley,CA,37.869105, -122.270064
716,BURGLARY AUTO,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
717,ROBBERY,1500 BLOCK SAN PABLO AVE,Berkeley,CA,37.875922, -122.29441
718,BURGLARY AUTO,2300 BLOCK 4TH ST,Berkeley,CA,37.862817, -122.298359
719,VEHICLE STOLEN,1200 BLOCK SAN PABLO AVE,Berkeley,CA,37.882033, -122.296381
720,THEFT MISD. (UNDER $950),1050 GILMAN ST,Berkeley,CA,37.880312, -122.296641
721,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
722,THEFT MISD. (UNDER $950),1600 BLOCK 62ND ST,Berkeley,CA,37.846404, -122.275263
723,THEFT MISD. (UNDER $950),1400 BLOCK JOSEPHINE ST,Berkeley,CA,37.881141, -122.275177
724,THEFT MISD. (UNDER $950),1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
725,DISTURBANCE,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
726,THEFT MISD. (UNDER $950),2521 DURANT AVE,Berkeley,CA,37.867947, -122.257926
727,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
728,THEFT FELONY (OVER $950),1600 BLOCK ACTON ST,Berkeley,CA,37.876339, -122.285012
729,THEFT MISD. (UNDER $950),1800 BLOCK SOLANO AVE,Berkeley,CA,37.891332, -122.279975
730,THEFT MISD. (UNDER $950),1400 BLOCK ACTON ST,Berkeley,CA,37.880248, -122.285626
731,ROBBERY,2900 BLOCK SAN PABLO AVE,Berkeley,CA,37.853576, -122.287202
732,THEFT FELONY (OVER $950),1800 BLOCK MILVIA ST,Berkeley,CA,37.874489, -122.271072
733,ALCOHOL OFFENSE,2100 BLOCK DURANT AVE,Berkeley,CA,37.866739, -122.267299
734,BRANDISHING,1917 6TH ST,Berkeley,CA,37.868759, -122.297933
735,THEFT FELONY (OVER $950),1900 BLOCK YOSEMITE RD,Berkeley,CA,37.896431, -122.278418
736,VANDALISM,2000 BLOCK FRANCISCO ST,Berkeley,CA,37.875391, -122.271141
737,VEHICLE STOLEN,1238 ADDISON ST,Berkeley,CA,37.868699, -122.287718
738,VEHICLE STOLEN,2100 BLOCK EMERSON ST,Berkeley,CA,37.854536, -122.266403
739,BURGLARY RESIDENTIAL,800 BLOCK HEARST AVE,Berkeley,CA,37.869084, -122.299245
740,ASSAULT/BATTERY FEL.,2600 BLOCK ASHBY AVE,Berkeley,CA,37.856755, -122.255248
741,VANDALISM,1700 BLOCK SOLANO AVE,Berkeley,CA,37.891214, -122.282158
742,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
743,FRAUD/FORGERY,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
744,THEFT FROM AUTO,1500 BLOCK JUANITA WAY,Berkeley,CA,37.877596, -122.28657
745,THEFT FELONY (OVER $950),200 BLOCK ALVARADO RD,Berkeley,CA,37.855969, -122.236484
746,IDENTITY THEFT,1500 BLOCK WOOLSEY ST,Berkeley,CA,37.85062, -122.278313
747,DISTURBANCE,1700 BLOCK MARIN AVE,Berkeley,CA,37.889482, -122.281718
748,VANDALISM,1600 BLOCK SAN PABLO AVE,Berkeley,CA,37.875189, -122.294176
749,THEFT FELONY (OVER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
750,THEFT MISD. (UNDER $950),1900 BLOCK PARKER ST,Berkeley,CA,37.861571, -122.271722
751,THEFT MISD. (UNDER $950),2000 BLOCK SAN PABLO AVE,Berkeley,CA,37.868815, -122.292131
752,VEHICLE STOLEN,2400 BLOCK SHATTUCK AVE,Berkeley,CA,37.865772, -122.267643
753,ASSAULT/BATTERY FEL.,2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
754,DISTURBANCE,2000 BLOCK DURANT AVE,Berkeley,CA,37.866426, -122.269762
755,ASSAULT/BATTERY MISD.,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
756,THEFT MISD. (UNDER $950),2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
757,BURGLARY AUTO,2400 BLOCK JEFFERSON AVE,Berkeley,CA,37.864226, -122.277937
758,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
759,FRAUD/FORGERY,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
760,THEFT FROM AUTO,200 BLOCK MARINA BLVD,Berkeley,CA,37.868667, -122.313656
761,BURGLARY AUTO,2500 BLOCK DURANT AVE,Berkeley,CA,37.867852, -122.258699
762,BURGLARY COMMERCIAL,2400 BLOCK DWIGHT WAY,Berkeley,CA,37.864826, -122.260719
763,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
764,ROBBERY,1100 BLOCK SAN PABLO AVE,Berkeley,CA,37.883948, -122.296991
765,DISTURBANCE,1900 BLOCK ALLSTON WAY,Berkeley,CA,37.868785, -122.272701
766,VANDALISM,2000 BLOCK 6TH ST,Berkeley,CA,37.867551, -122.297541
767,THEFT FELONY (OVER $950),900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
768,DISTURBANCE,2500 BLOCK SAN PABLO AVE,Berkeley,CA,37.861078, -122.289632
769,THEFT FROM AUTO,800 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.898168, -122.262253
770,THEFT FROM PERSON,1800 BLOCK SOLANO AVE,Berkeley,CA,37.891332, -122.279975
771,BURGLARY AUTO,1100 BLOCK FRESNO AVE,Berkeley,CA,37.887344, -122.277321
772,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
773,VANDALISM,1300 BLOCK 10TH ST,Berkeley,CA,37.879968, -122.296885
774,ASSAULT/BATTERY MISD.,1615 RUSSELL ST,Berkeley,CA,37.855408, -122.276149
775,VEHICLE RECOVERED,1300 BLOCK PERALTA AVE,Berkeley,CA,37.880859, -122.287774
776,THEFT FELONY (OVER $950),1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
777,DOMESTIC VIOLENCE,2341 8TH ST,Berkeley,CA,37.862635, -122.293663
778,BURGLARY RESIDENTIAL,600 BLOCK ADDISON ST,Berkeley,CA,37.865793, -122.301779
779,DISTURBANCE,1900 BLOCK ALLSTON WAY,Berkeley,CA,37.868785, -122.272701
780,BURGLARY AUTO,2900 BLOCK FULTON ST,Berkeley,CA,37.857099, -122.263785
781,ROBBERY,1500 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870396, -122.281585
782,BURGLARY RESIDENTIAL,2600 BLOCK DWIGHT WAY,Berkeley,CA,37.86542, -122.25618
783,ALCOHOL OFFENSE,1900 BLOCK SHATTUCK AVE,Berkeley,CA,37.873687, -122.268616
784,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
785,ASSAULT/BATTERY MISD.,2000 BLOCK DWIGHT WAY,Berkeley,CA,37.863679, -122.269631
786,2ND RESPONSE,2600 BLOCK WARRING ST,Berkeley,CA,37.863934, -122.250262
787,DISTURBANCE,2800 BLOCK FULTON ST,Berkeley,CA,37.858759, -122.264112
788,ROBBERY,800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.86771, -122.298466
789,DISTURBANCE,2104 PRINCE ST,Berkeley,CA,37.853111, -122.266049
790,DISTURBANCE,2200 BLOCK 5TH ST,Berkeley,CA,37.86476, -122.297852
791,THEFT MISD. (UNDER $950),1900 BLOCK YOLO AVE,Berkeley,CA,37.885032, -122.274324
792,THEFT MISD. (UNDER $950),1600 BLOCK JOSEPHINE ST,Berkeley,CA,37.877663, -122.274831
793,VEHICLE STOLEN,3000 BLOCK MABEL ST,Berkeley,CA,37.852618, -122.283677
794,DOMESTIC VIOLENCE,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
795,BURGLARY AUTO,100 BLOCK SPINNAKER WAY,Berkeley,CA,37.870287, -122.316238
796,THEFT FELONY (OVER $950),1400 BLOCK DERBY ST,Berkeley,CA,37.858448, -122.282308
797,THEFT FROM AUTO,1600 BLOCK WALNUT ST,Berkeley,CA,37.878407, -122.267962
798,ASSAULT/BATTERY MISD.,2100 BLOCK SAN PABLO AVE,Berkeley,CA,37.867501, -122.291709
799,VEHICLE STOLEN,2220 4TH ST,Berkeley,CA,37.864061, -122.29877
800,IDENTITY THEFT,1400 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.880803, -122.274005
801,BURGLARY AUTO,100 BLOCK SPINNAKER WAY,Berkeley,CA,37.870287, -122.316238
802,ASSAULT/BATTERY MISD.,1600 BLOCK ALCATRAZ AVE,Berkeley,CA,37.848152, -122.275807
803,THEFT FROM AUTO,900 BLOCK REGAL RD,Berkeley,CA,37.894468, -122.265464
804,VANDALISM,2100 BLOCK 6TH ST,Berkeley,CA,37.866563, -122.297217
805,THEFT MISD. (UNDER $950),2300 BLOCK WARD ST,Berkeley,CA,37.860105, -122.261901
806,VEHICLE STOLEN,2910 BENVENUE AVE,Berkeley,CA,37.857899, -122.254371
807,BURGLARY AUTO,1300 BLOCK 10TH ST,Berkeley,CA,37.879968, -122.296885
808,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
809,VEHICLE STOLEN,1100 BLOCK SUTTER ST,Berkeley,CA,37.888072, -122.272344
810,BURGLARY RESIDENTIAL,1300 BLOCK DELAWARE ST,Berkeley,CA,37.872499, -122.286632
811,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
812,VANDALISM,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
813,THEFT MISD. (UNDER $950),1500 BLOCK RUSSELL ST,Berkeley,CA,37.854833, -122.279839
814,THEFT FROM AUTO,100 BLOCK SEAWALL DR,Berkeley,CA,37.863611, -122.317566
815,VEHICLE STOLEN,2700 BLOCK TELEGRAPH AVE,Berkeley,CA,37.861387, -122.259001
816,THEFT MISD. (UNDER $950),,Berkeley,CA,37.869058, -122.270455
817,THEFT MISD. (UNDER $950),1800 BLOCK 4TH ST,Berkeley,CA,37.869888, -122.300618
818,BURGLARY RESIDENTIAL,1700 BLOCK HIGHLAND PL,Berkeley,CA,37.877482, -122.256109
819,DISTURBANCE,1800 BLOCK ALCATRAZ AVE,Berkeley,CA,37.848774, -122.271171
820,THEFT MISD. (UNDER $950),1050 GILMAN ST,Berkeley,CA,37.880312, -122.296641
821,THEFT FELONY (OVER $950),1500 BLOCK HOLLY ST,Berkeley,CA,37.877678, -122.281631
822,BURGLARY AUTO,1300 BLOCK TALBOT AVE,Berkeley,CA,37.881164, -122.292378
823,DOMESTIC VIOLENCE,700 BLOCK ESSEX WAY,Berkeley,CA,37.866629, -122.300423
824,ROBBERY,2400 BLOCK WARRING ST,Berkeley,CA,37.867708, -122.250801
825,VEHICLE STOLEN,3140 CALIFORNIA ST,Berkeley,CA,37.850387, -122.276278
826,BURGLARY AUTO,1300 BLOCK PARKER ST,Berkeley,CA,37.859906, -122.284931
827,ASSAULT/BATTERY MISD.,2450 ASHBY AVE,Berkeley,CA,37.856488, -122.257329
828,FRAUD/FORGERY,2000 BLOCK SAN PABLO AVE,Berkeley,CA,37.868815, -122.292131
829,FRAUD/FORGERY,1611 62ND ST,Berkeley,CA,37.846443, -122.274971
830,THEFT FROM AUTO,600 BLOCK SAN LUIS RD,Berkeley,CA,37.89977, -122.275237
831,BURGLARY AUTO,2600 BLOCK DURANT AVE,Berkeley,CA,37.868164, -122.256314
832,BURGLARY AUTO,2000 BLOCK EMERSON ST,Berkeley,CA,37.854215, -122.269167
833,DISTURBANCE,1500 BLOCK WALNUT ST,Berkeley,CA,37.880376, -122.268183
834,BURGLARY RESIDENTIAL,3000 BLOCK ACTON ST,Berkeley,CA,37.85306, -122.281362
835,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
836,BURGLARY RESIDENTIAL,1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
837,THEFT FELONY (OVER $950),1400 BLOCK NEILSON ST,Berkeley,CA,37.878868, -122.290083
838,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
839,BURGLARY COMMERCIAL,2700 BLOCK MILVIA ST,Berkeley,CA,37.860225, -122.269453
840,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
841,DISTURBANCE,1800 BLOCK ALCATRAZ AVE,Berkeley,CA,37.848774, -122.271171
842,THEFT MISD. (UNDER $950),2521 TELEGRAPH AVE,Berkeley,CA,37.864705, -122.258463
843,DISTURBANCE,1700 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870948, -122.27733
844,THEFT FELONY (OVER $950),1500 BLOCK JULIA ST,Berkeley,CA,37.854186, -122.279157
845,BURGLARY AUTO,2500 BLOCK VIRGINIA ST,Berkeley,CA,37.877835, -122.260354
846,BURGLARY AUTO,2400 BLOCK ATHERTON ST,Berkeley,CA,37.866174, -122.26454
847,BURGLARY RESIDENTIAL,100 BLOCK HILL RD,Berkeley,CA,37.888199, -122.250826
848,ASSAULT/BATTERY MISD.,2900 BLOCK SHASTA RD,Berkeley,CA,37.888842, -122.254155
849,THEFT FELONY (OVER $950),2000 BLOCK DWIGHT WAY,Berkeley,CA,37.863679, -122.269631
850,THEFT FROM AUTO,900 BLOCK INDIAN ROCK AVE,Berkeley,CA,37.893448, -122.272137
851,THEFT MISD. (UNDER $950),1800 BLOCK SAN PABLO AVE,Berkeley,CA,37.871369, -122.292954
852,BURGLARY RESIDENTIAL,1300 BLOCK ADDISON ST,Berkeley,CA,37.868913, -122.28608
853,DISTURBANCE,3200 BLOCK ADELINE ST,Berkeley,CA,37.850385, -122.270897
854,FRAUD/FORGERY,2512 REGENT ST,Berkeley,CA,37.86466, -122.257744
855,DOMESTIC VIOLENCE,2100 BLOCK VINE ST,Berkeley,CA,37.880266, -122.269032
856,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
857,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
858,BURGLARY COMMERCIAL,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
